아이디,PK,단어
boooovely,1121356816,1522
 , ,날씨
 , ,아침
 , ,집
 , ,마중
 , ,송이
 , ,데이
 , ,투
 , ,지금
 , ,옷
 , ,준비
 , ,또
 , ,업데이트
 , ,완료
 , ,프로필
 , ,링크
 , ,타구
 , ,세용
 , ,봄
 , ,투어
 , ,겟썸
 , ,커피
 , ,썸
 , ,커피
 , ,한남동
 , ,카페
 , ,강진
 , ,카페
 , ,카페
 , ,투어
 , ,더티
 , ,커피
 , ,날씨쪼
 , ,헤이즐넛
 , ,라떼
 , ,요기
 , ,최고
 , ,다산
 , ,신도시
 , ,카페
 , ,커피
 , ,스트릿
 , ,다산
 , ,신도시
 , ,점프수트
 , ,주말
 , ,쇼핑
 , ,데이트
 , ,꼬
 , ,상
 , ,트러플
 , ,향
 , ,오픈
 , ,샌드위치
 , ,송리
 , ,카페
 , ,잠실
 , ,카페
 , ,송파
 , ,카페
 , ,석촌호수
 , ,카페
 , ,꼬앙드
 , ,파리
 , ,기웃
 , ,퐁신퐁신
 , ,진짜루
 , ,런치
 , ,재즈
 , ,클럽
 , ,한남동
 , ,카페
 , ,강진
 , ,카페
 , ,카페
 , ,투어
 , ,프렌치토스트
 , ,쇼룸
 , ,지금
 , ,옷
 , ,몇개
 , ,이후
 , ,신상
 , ,가득
 , ,갈매
 , ,옷가게
 , ,다산
 , ,신도시
 , ,옷가게
 , ,옷가게
 , ,갈매
 , ,카페
 , ,다산
 , ,신도시
 , ,카페
 , ,카페
 , ,수제
 , ,버거
 , ,때눈
 , ,바스
 , ,버거
 , ,최애
 , ,역시
 , ,사마요
 , ,쉬
 , ,림프
 , ,버거
 , ,맛집
 , ,맛집
 , ,맛집
 , ,오늘
 , ,벼룩
 , ,마켓
 , ,날
 , ,저녁
 , ,선착순
 , ,벌
 , ,원가
 , ,이하
 , ,판매
 , ,인기
 , ,옷
 , ,분안
 , ,카톡
 , ,다다다
 , ,댓글
 , ,디엠
 , ,선착순
 , ,카톡
 , ,배송비
 , ,포함
 , ,최고
 , ,마넌
 , ,마지막
 , ,여름
 , ,옷
 , ,득템
 , ,미리
 , ,카톡
 , ,아이디
 , ,저장
 , ,두기
 , ,블로그
 , ,알림
 , ,사진
 , ,속
 , ,셔츠
 , ,곧
 , ,업뎃할
 , ,간절
 , ,기
 , ,상이
 , ,욤
 , ,스타일
 , ,빵
 , ,요즘
 , ,수염
 , ,분
 , ,앞
 , ,모습
 , ,하우스
 , ,베이커리
 , ,양평
 , ,카페
 , ,카페
 , ,투어
 , ,신혼부부
 , ,말
 , ,예뿌
 , ,앞치마
 , ,에이프런
 , ,원데이
 , ,방
 , ,위
 , ,선물
 , ,형
 , ,스트랩
 , ,움
 , ,크림
 , ,아이보리
 , ,이름
 , ,넣기
 , ,원픽
 , ,바질
 , ,우유
 , ,맛
 , ,거래처
 , ,휴가
 , ,다음주
 , ,이후
 , ,발송
 , ,목록
 , ,쫀쫀
 , ,니트
 , ,원피스
 , ,니트
 , ,원피스
 , ,세트
 , ,오픈
 , ,가디건
 , ,드릴
 , ,수
 , ,당
 , ,젤라또
 , ,망원동
 , ,젤라또
 , ,망원동
 , ,카페
 , ,망원동
 , ,뿐데
 , ,마디
 , ,또
 , ,카페
 , ,투어
 , ,합정
 , ,카페
 , ,합정역
 , ,카페
 , ,합정
 , ,브런치
 , ,낮
 , ,더무드
 , ,요
 , ,원피스
 , ,주문
 , ,주시
 , ,분
 , ,사진
 , ,색감
 , ,용
 , ,더
 , ,뿐옷
 , ,가격
 , ,겟겟
 , ,무료
 , ,배송
 , ,기간
 , ,날씨
 , ,날
 , ,구
 , ,동네
 , ,카페
 , ,투어
 , ,면서
 , ,수다
 , ,사진
 , ,업데이트
 , ,완료
