아이디,PK,단어
trip_n_9u,1523696969,6280
 , ,제주도
 , ,올레길
 , ,코스
 , ,킬리
 , ,제주
 , ,여행
 , ,때
 , ,가장
 , ,시간
 , ,해
 , ,누운
 , ,여러분
 , ,시
 , ,여행지
 , ,가장
 , ,음음
 , ,일단
 , ,저
 , ,실컷
 , ,늦잠
 , ,자고
 , ,낮
 , ,인도네시아
 , ,롬복
 , ,무보정
 , ,모음
 , ,혼자
 , ,보기
 , ,무보정
 , ,사진
 , ,털
 , ,롬복
 , ,편
 , ,후
 , ,보정
 , ,도
 , ,안
 , ,어플
 , ,아이폰
 , ,카메라
 , ,리얼
 , ,길리
 , ,모습
 , ,여러분
 , ,발리
 , ,뽐뿌
 , ,자극
 , ,위해
 , ,것
 , ,스미냑
 , ,란차
 , ,분위기
 , ,패
 , ,길리
 , ,이름
 , ,비
 , ,치바
 , ,저녁
 , ,라이브
 , ,공연
 , ,매번
 , ,발길
 , ,곳
 , ,낭만
 , ,지수
 , ,곳
 , ,준
 , ,듯
 , ,온통
 , ,주황
 , ,빛
 , ,그날
 , ,일출
 , ,그
 , ,시간
 , ,오직
 , ,둘
 , ,시간
 , ,줄
 , ,커플
 , ,나
 , ,예뿌다
 , ,카메라
 , ,길리
 , ,자마자
 , ,풍경
 , ,바다
 , ,산
 , ,구름
 , ,단
 , ,라데
 , ,숀
 , ,개
 , ,쩐다
 , ,손발
 , ,지옥
 , ,핑크
 , ,비치
 , ,길
 , ,프라이
 , ,빗
 , ,보트
 , ,통통
 , ,배
 , ,타고
 , ,길
 , ,미니
 , ,무지개
 , ,물색
 , ,핑크
 , ,해변
 , ,물색
 , ,물개
 , ,저
 , ,멀리
 , ,마리
 , ,지니
 , ,강치
 , ,보기
 , ,해마
 , ,해
 , ,히힛
 , ,고양이
 , ,정말
 , ,세계
 , ,제일
 , ,점프
 , ,대회
 , ,수상자
 , ,여행
 , ,모로코
 , ,마라케시
 , ,매년
 , ,거지
 , ,시간
 , ,매번
 , ,거지
 , ,시간
 , ,사실
 , ,꽤
 , ,시간
 , ,때
 , ,회고
 , ,때
 , ,쯤
 , ,대부분
 , ,시간
 , ,것
 , ,때
 , ,성과
 , ,결과물
 , ,내지
 , ,더
 , ,더욱
 , ,나
 , ,프리랜서
 , ,라면
 , ,사실
 , ,지난
 , ,스케줄
 , ,표
 , ,뒤
 , ,려
 , ,나
 , ,반년
